IDfg,Season,Name,hand
12825,2016,Joel De La Cruz,R
12833,2017,Alex Meyer,R
12857,2019,Shawn Armstrong,R
12863,2016,Matt Barnes,R
12863,2017,Matt Barnes,R
12863,2018,Matt Barnes,R
12863,2019,Matt Barnes,R
12880,2016,Tyler Anderson,L
12880,2017,Tyler Anderson,L
12880,2018,Tyler Anderson,L
12880,2020,Tyler Anderson,L
12890,2016,Alex Claudio,L
12890,2017,Alex Claudio,L
12890,2018,Alex Claudio,L
12890,2019,Alex Claudio,L
12905,2016,Logan Verrett,R
12910,2015,Ken Giles,R
12910,2016,Ken Giles,R
12910,2017,Ken Giles,R
12910,2018,Ken Giles,R
12910,2019,Ken Giles,R
12917,2016,Dylan Bundy,R
12917,2017,Dylan Bundy,R
12917,2018,Dylan Bundy,R
12917,2019,Dylan Bundy,R
12917,2020,Dylan Bundy,R
12918,2016,Archie Bradley,R
12918,2017,Archie Bradley,R
12918,2018,Archie Bradley,R
12918,2019,Archie Bradley,R
12938,2019,Gabriel Ynoa,R
12970,2016,Joe Musgrove,R
12970,2017,Joe Musgrove,R
12970,2018,Joe Musgrove,R
12970,2019,Joe Musgrove,R
12972,2015,Joe Ross,R
12972,2016,Joe Ross,R
12972,2017,Joe Ross,R
12972,2019,Joe Ross,R
12988,2015,Andrew Chafin,L
12988,2017,Andrew Chafin,L
12988,2019,Andrew Chafin,L
12997,2019,Colten Brewer,R
13048,2015,Hisashi Iwakuma,R
13048,2016,Hisashi Iwakuma,R
13050,2015,Anthony DeSclafani,R
13050,2016,Anthony DeSclafani,R
13050,2018,Anthony DeSclafani,R
13050,2019,Anthony DeSclafani,R
13071,2015,Wei-Yin Chen,L
13071,2016,Wei-Yin Chen,L
13071,2018,Wei-Yin Chen,L
13071,2019,Wei-Yin Chen,L
13074,2016,Yu Darvish,R
13074,2017,Yu Darvish,R
13074,2019,Yu Darvish,R
13074,2020,Yu Darvish,R
13119,2015,Taylor Jungmann,R
13125,2015,Gerrit Cole,R
13125,2016,Gerrit Cole,R
13125,2017,Gerrit Cole,R
13125,2018,Gerrit Cole,R
13125,2019,Gerrit Cole,R
13125,2020,Gerrit Cole,R
13133,2016,Derek Law,R
13133,2019,Derek Law,R
13143,2015,Henry Owens,L
13164,2015,Eduardo Rodriguez,L
13164,2016,Eduardo Rodriguez,L
13164,2017,Eduardo Rodriguez,L
13164,2018,Eduardo Rodriguez,L
13164,2019,Eduardo Rodriguez,L
13172,2015,Carson Smith,R
13182,2018,Kyle Crick,R
13183,2016,Zach Davies,R
13183,2017,Zach Davies,R
13183,2018,Zach Davies,R
13183,2019,Zach Davies,R
13183,2020,Zach Davies,R
13188,2017,Adalberto Mejia,L
13194,2016,Joe Biagini,R
13194,2017,Joe Biagini,R
13194,2018,Joe Biagini,R
13194,2019,Joe Biagini,R
13211,2017,Warwick Saupold,R
13218,2016,Michael Fulmer,R
13218,2017,Michael Fulmer,R
13218,2018,Michael Fulmer,R
13273,2016,Ross Stripling,R
13273,2017,Ross Stripling,R
13273,2018,Ross Stripling,R
13273,2019,Ross Stripling,R
13287,2015,Jesse Hahn,R
13287,2017,Jesse Hahn,R
13293,2017,Daniel Coulombe,L
13322,2016,Jake Barrett,R
13323,2017,James Pazos,L
13323,2018,James Pazos,L
13339,2019,Adrian Sampson,R
13345,2016,Luis Cessa,R
13345,2019,Luis Cessa,R
13360,2018,Cam Bedrosian,R
13360,2019,Cam Bedrosian,R
13361,2016,Steven Matz,L
13361,2017,Steven Matz,L
13361,2018,Steven Matz,L
13361,2019,Steven Matz,L
13394,2018,Dylan Floro,R
13403,2018,Felix Pena,R
13403,2019,Felix Pena,R
13418,2017,Chris Beck,R
13420,2018,Matt Koch,R
13424,2018,Drew VerHagen,R
13424,2019,Drew VerHagen,R
13431,2016,Marcus Stroman,R
13431,2017,Marcus Stroman,R
13431,2018,Marcus Stroman,R
13431,2019,Marcus Stroman,R
13442,2016,Mike Morin,R
13442,2019,Mike Morin,R
13449,2016,Taylor Rogers,L
13449,2017,Taylor Rogers,L
13449,2018,Taylor Rogers,L
13449,2019,Taylor Rogers,L
13453,2015,Eddie Butler,R
13453,2016,Eddie Butler,R
13453,2017,Eddie Butler,R
13470,2017,Lucas Sims,R
13475,2015,Daniel Norris,L
13475,2016,Daniel Norris,L
13475,2017,Daniel Norris,L
13475,2019,Daniel Norris,L
13528,2016,Matt Bowman,R
13528,2017,Matt Bowman,R
13533,2016,Andrew Triggs,R
13533,2017,Andrew Triggs,R
13543,2016,Blake Snell,L
13543,2017,Blake Snell,L
13543,2018,Blake Snell,L
13543,2019,Blake Snell,L
13543,2020,Blake Snell,L
13549,2018,Richard Rodriguez,R
13549,2019,Richard Rodriguez,R
13560,2017,Alec Asher,R
13594,2017,Robert Stephenson,R
13594,2019,Robert Stephenson,R
13607,2017,Carl Edwards Jr.,R
13607,2018,Carl Edwards Jr.,R
13619,2017,Jakob Junis,R
13619,2018,Jakob Junis,R
13619,2019,Jakob Junis,R
13649,2019,Clay Holmes,R
13654,2017,Jharel Cotton,R
13677,2018,Corey Oswalt,R
13684,2016,John Gant,R
13684,2018,John Gant,R
13684,2019,John Gant,R
13685,2017,Nick Goody,R
13690,2017,Sal Romano,R
13690,2018,Sal Romano,R
13696,2017,Robert Gsellman,R
13696,2018,Robert Gsellman,R
13696,2019,Robert Gsellman,R
13699,2017,Jake Faria,R
13699,2018,Jake Faria,R
13713,2016,Kyle Barraclough,R
13713,2017,Kyle Barraclough,R
13713,2018,Kyle Barraclough,R
13743,2019,Max Fried,L
13743,2020,Max Fried,L
13758,2015,Tyler Duffey,R
13758,2016,Tyler Duffey,R
13758,2017,Tyler Duffey,R
13758,2019,Tyler Duffey,R
13761,2017,Chris Stratton,R
13761,2018,Chris Stratton,R
13761,2019,Chris Stratton,R
13763,2017,Dominic Leone,R
13764,2015,Roberto Osuna,R
13764,2016,Roberto Osuna,R
13764,2017,Roberto Osuna,R
13764,2019,Roberto Osuna,R
13774,2016,Zach Eflin,R
13774,2017,Zach Eflin,R
13774,2018,Zach Eflin,R
13774,2019,Zach Eflin,R
13774,2020,Zach Eflin,R
13781,2015,Alex Wood,L
13781,2016,Alex Wood,L
13781,2017,Alex Wood,L
13781,2018,Alex Wood,L
13799,2018,Matt Strahm,L
13799,2019,Matt Strahm,L
13834,2020,Alec Mills,R
13892,2017,Paul Sewald,R
13892,2018,Paul Sewald,R
13911,2015,Scott Oberg,R
13911,2017,Scott Oberg,R
13911,2018,Scott Oberg,R
13911,2019,Scott Oberg,R
13942,2017,Brent Suter,L
13942,2018,Brent Suter,L
13974,2016,Ryan Dull,R
14078,2015,Michael Wacha,R
14078,2016,Michael Wacha,R
14078,2017,Michael Wacha,R
14078,2018,Michael Wacha,R
14078,2019,Michael Wacha,R
14107,2015,Kevin Gausman,R
14107,2016,Kevin Gausman,R
14107,2017,Kevin Gausman,R
14107,2018,Kevin Gausman,R
14107,2019,Kevin Gausman,R
14107,2020,Kevin Gausman,R
14120,2015,Lance McCullers Jr.,R
14120,2016,Lance McCullers Jr.,R
14120,2017,Lance McCullers Jr.,R
14120,2018,Lance McCullers Jr.,R
14120,2020,Lance McCullers Jr.,R
14168,2016,Jose Berrios,R
14168,2017,Jose Berrios,R
14168,2018,Jose Berrios,R
14168,2019,Jose Berrios,R
14168,2020,Jose Berrios,R
14212,2018,Josh Hader,L
14212,2019,Josh Hader,L
14272,2018,Brian Johnson,L
14295,2017,Wandy Peralta,L
14309,2018,Frankie Montas,R
14309,2019,Frankie Montas,R
14309,2020,Frankie Montas,R
14361,2017,Ty Blach,L
14361,2018,Ty Blach,L
14371,2016,Jake Thompson,R
14374,2017,Tyler Glasnow,R
14374,2018,Tyler Glasnow,R
14374,2019,Tyler Glasnow,R
14374,2020,Tyler Glasnow,R
14375,2017,Amir Garrett,L
14375,2018,Amir Garrett,L
14375,2019,Amir Garrett,L
14444,2017,Hyun-Jin Ryu,L
14444,2018,Hyun-Jin Ryu,L
14444,2019,Hyun-Jin Ryu,L
14444,2020,Hyun-Jin Ryu,L
14457,2015,Adam Conley,L
14457,2016,Adam Conley,L
14457,2017,Adam Conley,L
14457,2018,Adam Conley,L
14457,2019,Adam Conley,L
14509,2018,Dereck Rodriguez,R
14509,2019,Dereck Rodriguez,R
14524,2018,Jose Leclerc,R
14524,2019,Jose Leclerc,R
14527,2018,Jorge Lopez,R
14527,2019,Jorge Lopez,R
14542,2016,Carlos Estevez,R
14542,2019,Carlos Estevez,R
14663,2015,Chi Chi Gonzalez,R
14663,2019,Chi Chi Gonzalez,R
14682,2016,Luis Perdomo,R
14682,2017,Luis Perdomo,R
14682,2019,Luis Perdomo,R
14696,2015,Keone Kela,R
14696,2018,Keone Kela,R
14710,2016,Edwin Diaz,R
14710,2017,Edwin Diaz,R
14710,2018,Edwin Diaz,R
14710,2019,Edwin Diaz,R
14719,2019,Ty Buttrey,R
14739,2017,Paul Blackburn,R
14765,2016,Julio Urias,L
14765,2019,Julio Urias,L
14765,2020,Julio Urias,L
14771,2017,Emilio Pagan,R
14771,2018,Emilio Pagan,R
14771,2019,Emilio Pagan,R
14814,2018,Buck Farmer,R
14814,2019,Buck Farmer,R
14825,2017,Dylan Covey,R
14825,2018,Dylan Covey,R
14825,2019,Dylan Covey,R
14843,2015,Michael Lorenzen,R
14843,2016,Michael Lorenzen,R
14843,2017,Michael Lorenzen,R
14843,2018,Michael Lorenzen,R
14843,2019,Michael Lorenzen,R
14862,2016,Zack Godley,R
14862,2017,Zack Godley,R
14862,2018,Zack Godley,R
14862,2019,Zack Godley,R
14875,2018,Caleb Smith,L
14875,2019,Caleb Smith,L
14899,2018,Taylor Williams,R
14916,2016,Jon Gray,R
14916,2017,Jon Gray,R
14916,2018,Jon Gray,R
14916,2019,Jon Gray,R
14932,2017,Ben Lively,R
14934,2016,Aaron Blair,R
14957,2017,Jose Torres,L
14966,2018,Reyes Moronta,R
14966,2019,Reyes Moronta,R
14974,2019,Tyler Webb,L
14975,2016,Chad Kuhl,R
14975,2017,Chad Kuhl,R
14975,2018,Chad Kuhl,R
14986,2019,Giovanny Gallegos,R
14993,2019,Scott Barlow,R
15010,2015,Corey Knebel,R
15010,2017,Corey Knebel,R
15010,2018,Corey Knebel,R
15038,2017,German Marquez,R
15038,2018,German Marquez,R
15038,2019,German Marquez,R
15038,2020,German Marquez,R
15042,2019,Tim Mayza,L
15043,2018,Lou Trivino,R
15043,2019,Lou Trivino,R
15046,2019,Trevor Gott,R
15158,2016,Braden Shipley,R
15200,2019,Glenn Sparkman,R
15240,2018,Kevin McCarthy,R
15240,2019,Kevin McCarthy,R
15258,2018,Shane Carle,R
15264,2017,Keynan Middleton,R
15288,2018,Adam Cimber,R
15288,2019,Adam Cimber,R
15290,2017,Austin Pruitt,R
15290,2018,Austin Pruitt,R
15291,2018,Steven Brault,L
15291,2019,Steven Brault,L
15423,2015,Andrew Heaney,L
15423,2018,Andrew Heaney,L
15423,2019,Andrew Heaney,L
15423,2020,Andrew Heaney,L
15440,2015,Matthew Boyd,L
15440,2016,Matthew Boyd,L
15440,2017,Matthew Boyd,L
15440,2018,Matthew Boyd,L
15440,2019,Matthew Boyd,L
15440,2020,Matthew Boyd,L
15451,2018,Mike Mayers,R
15454,2017,Nick Pivetta,R
15454,2018,Nick Pivetta,R
15454,2019,Nick Pivetta,R
15467,2018,Marco Gonzales,L
15467,2019,Marco Gonzales,L
15467,2020,Marco Gonzales,L
15474,2018,Lucas Giolito,R
15474,2019,Lucas Giolito,R
15474,2020,Lucas Giolito,R
15488,2017,Antonio Senzatela,R
15488,2018,Antonio Senzatela,R
15488,2019,Antonio Senzatela,R
15488,2020,Antonio Senzatela,R
15514,2015,Kendall Graveman,R
15514,2016,Kendall Graveman,R
15514,2017,Kendall Graveman,R
15551,2017,Mark Leiter,R
15552,2017,Chad Green,R
15552,2018,Chad Green,R
15552,2019,Chad Green,R
15594,2016,Nick Wittgren,R
15594,2019,Nick Wittgren,R
15655,2018,Yefry Ramirez,R
15684,2017,Miguel Castro,R
15684,2018,Miguel Castro,R
15684,2019,Miguel Castro,R
15689,2017,Luis Castillo,R
15689,2018,Luis Castillo,R
15689,2019,Luis Castillo,R
15689,2020,Luis Castillo,R
15734,2018,Brad Keller,R
15734,2019,Brad Keller,R
15734,2020,Brad Keller,R
15761,2018,Joe Jimenez,R
15761,2019,Joe Jimenez,R
15764,2015,Masahiro Tanaka,R
15764,2016,Masahiro Tanaka,R
15764,2017,Masahiro Tanaka,R
15764,2018,Masahiro Tanaka,R
15764,2019,Masahiro Tanaka,R
15821,2019,Dario Agrazal,R
15832,2019,Paul Fry,L
15846,2018,Adam Plutko,R
15846,2019,Adam Plutko,R
15855,2019,Wander Suero,R
15873,2016,Sean Manaea,L
15873,2017,Sean Manaea,L
15873,2018,Sean Manaea,L
15873,2020,Sean Manaea,L
15885,2018,Fernando Romero,R
15890,2015,Luis Severino,R
15890,2016,Luis Severino,R
15890,2017,Luis Severino,R
15890,2018,Luis Severino,R
15915,2018,Victor Arano,R
15947,2018,Ryne Stanek,R
15947,2019,Ryne Stanek,R
16017,2015,Odrisamer Despaigne,R
16017,2017,Odrisamer Despaigne,R
16086,2017,Edubray Ramos,R
16130,2018,David Hess,R
16130,2019,David Hess,R
16137,2015,Carlos Rodon,L
16137,2016,Carlos Rodon,L
16137,2017,Carlos Rodon,L
16137,2018,Carlos Rodon,L
16149,2015,Aaron Nola,R
16149,2016,Aaron Nola,R
16149,2017,Aaron Nola,R
16149,2018,Aaron Nola,R
16149,2019,Aaron Nola,R
16149,2020,Aaron Nola,R
16155,2018,Eric Skoglund,L
16159,2018,Jace Fry,L
16159,2019,Jace Fry,L
16162,2019,Brandon Woodruff,R
16162,2020,Brandon Woodruff,R
16164,2017,Daniel Gossett,R
16201,2018,Justin Anderson,R
16207,2019,Spencer Turnbull,R
16207,2020,Spencer Turnbull,R
16208,2016,Brandon Finnegan,L
16256,2017,Kyle Freeland,L
16256,2018,Kyle Freeland,L
16256,2019,Kyle Freeland,L
16256,2020,Kyle Freeland,L
16258,2019,Aaron Bummer,L
16269,2019,John Means,L
16350,2018,Ryan Borucki,L
16358,2018,Tyler Mahle,R
16358,2019,Tyler Mahle,R
16400,2018,Reynaldo Lopez,R
16400,2019,Reynaldo Lopez,R
16401,2018,Yonny Chirinos,R
16401,2019,Yonny Chirinos,R
16502,2018,Ryan Yarbrough,L
16502,2019,Ryan Yarbrough,L
16502,2020,Ryan Yarbrough,L
16511,2017,Jordan Montgomery,L
16561,2018,Austin Gomber,L
16587,2019,Erik Swanson,R
16588,2018,Jonathan Holder,R
16794,2019,Josh James,R
16918,2017,Luke Weaver,R
16918,2018,Luke Weaver,R
16918,2019,Luke Weaver,R
16918,2020,Luke Weaver,R
16933,2018,Elieser Hernandez,R
16933,2019,Elieser Hernandez,R
16943,2017,Sean Newcomb,L
16943,2018,Sean Newcomb,L
16943,2019,Sean Newcomb,L
16977,2017,Trevor Williams,R
16977,2018,Trevor Williams,R
16977,2019,Trevor Williams,R
16977,2020,Trevor Williams,R
16980,2016,Daniel Mengden,R
16980,2018,Daniel Mengden,R
16980,2019,Daniel Mengden,R
16981,2019,Tyler Beede,R
17002,2018,Trevor Hildenberger,R
17018,2018,Jefry Rodriguez,R
17030,2018,Ariel Jurado,R
17030,2019,Ariel Jurado,R
17085,2018,Pablo Lopez,R
17085,2019,Pablo Lopez,R
17085,2020,Pablo Lopez,R
17130,2015,Raisel Iglesias,R
17130,2016,Raisel Iglesias,R
17130,2017,Raisel Iglesias,R
17130,2018,Raisel Iglesias,R
17130,2019,Raisel Iglesias,R
17149,2018,Domingo German,R
17149,2019,Domingo German,R
17181,2019,Yoan Lopez,R
17186,2017,Dinelson Lamet,R
17186,2019,Dinelson Lamet,R
17186,2020,Dinelson Lamet,R
17192,2018,Jalen Beeks,L
17192,2019,Jalen Beeks,L
17281,2019,Thomas Pannone,L
17285,2020,Justus Sheffield,L
17295,2019,Framber Valdez,L
17295,2020,Framber Valdez,L
17303,2017,Francis Martes,R
17355,2018,Edgar Santana,R
17369,2019,Brett Martin,L
17425,2018,Erick Fedde,R
17425,2019,Erick Fedde,R
17425,2020,Erick Fedde,R
17432,2017,Jeff Hoffman,R
17432,2019,Jeff Hoffman,R
17466,2018,Heath Fillmyer,R
17479,2018,Jack Flaherty,R
17479,2019,Jack Flaherty,R
17496,2018,Diego Castillo,R
17496,2019,Diego Castillo,R
17526,2016,Ariel Miranda,L
17526,2017,Ariel Miranda,L
17553,2017,Andrew Moore,R
17585,2019,Jordan Yamamoto,R
17586,2018,Tanner Scott,L
17606,2020,Cristian Javier,
17611,2019,Taylor Clarke,R
17735,2019,Tyler Alexander,L
17780,2018,Jose Alvarado,L
17793,2019,Trey Wingenter,R
17874,2019,Nestor Cortes,L
17948,2019,Trent Thornton,R
17969,2019,Peter Lambert,R
17995,2020,Logan Webb,R
18282,2017,Jarlin Garcia,L
18282,2018,Jarlin Garcia,L
18282,2019,Jarlin Garcia,L
18300,2018,Andrew Suarez,L
18318,2019,Jacob Waguespack,R
18333,2019,Alex Young,L
18337,2019,Nick Anderson,R
18356,2018,Jaime Barria,R
18356,2019,Jaime Barria,R
18383,2019,Mike Soroka,R
18498,2016,Kenta Maeda,R
18498,2017,Kenta Maeda,R
18498,2018,Kenta Maeda,R
18498,2019,Kenta Maeda,R
18498,2020,Kenta Maeda,R
18525,2019,Dylan Cease,R
18525,2020,Dylan Cease,R
18655,2018,A.J. Minter,L
18679,2018,Freddy Peralta,R
18679,2019,Freddy Peralta,R
18684,2019,Sandy Alcantara,R
18719,2016,Seunghwan Oh,R
18719,2017,Seunghwan Oh,R
18719,2018,Seunghwan Oh,R
18790,2019,Dillon Peters,L
18806,2018,Drew Steckenrider,R
19206,2019,Dakota Hudson,R
19249,2018,Seranthony Dominguez,R
19291,2019,Zac Gallen,R
19291,2020,Zac Gallen,R
19309,2018,Trevor Richards,R
19309,2019,Trevor Richards,R
19312,2019,Cal Quantrill,R
19316,2018,Eric Lauer,L
19316,2019,Eric Lauer,L
19320,2018,Joey Lucchesi,L
19320,2019,Joey Lucchesi,L
19341,2018,Hector Velazquez,R
19341,2019,Hector Velazquez,R
19361,2020,Corbin Burnes,R
19374,2018,Walker Buehler,R
19374,2019,Walker Buehler,R
19403,2019,Colin Poche,L
19427,2018,Shane Bieber,R
19427,2019,Shane Bieber,R
19427,2020,Shane Bieber,R
19453,2019,Shaun Anderson,R
19479,2019,Aaron Civale,R
19479,2020,Aaron Civale,R
19618,2018,Jordan Hicks,R
19677,2019,Gregory Soto,L
19716,2020,Dustin May,R
19755,2018,Shohei Ohtani,R
19756,2018,Yoshihisa Hirano,R
19756,2019,Yoshihisa Hirano,R
19867,2019,Griffin Canning,R
19867,2020,Griffin Canning,R
19911,2019,Jose Suarez,L
19959,2020,Jesus Luzardo,L
19979,2019,Zach Plesac,R
19979,2020,Zach Plesac,R
20099,2019,Chris Paddack,R
20099,2020,Chris Paddack,R
20395,2019,Nick Margevicius,L
20633,2019,Yusei Kikuchi,L
21455,2020,Kris Bubic,
25377,2020,Brady Singer,
